CustomerID,Gender,Age,GeographyLocation,CreditCard,Exited,Date,PaymentMode,Year,Month,Status
CUST00253,Female,51,Ivory Coast,Yes,No,2017-10-02,Debit Card,2017,October,Active
CUST00254,Male,72,Guinea,No,No,2017-05-22,Credit Card,2017,May,Active
CUST00255,Male,54,Guinea,Yes,Yes,2016-05-09,Debit Card,2016,May,Inactive
CUST00256,Male,39,Ivory Coast,Yes,No,2018-12-31,Debit Card,2018,December,Active
CUST00257,Male,34,Guinea,No,No,2018-02-05,Net Banking,2018,February,Active
CUST00258,Female,40,Guinea,Yes,No,2017-10-14,Credit Card,2017,October,Active
CUST00259,Female,71,Guinea,No,Yes,2018-09-24,UPI,2018,September,Inactive
CUST00260,Male,53,Ivory Coast,Yes,No,2017-02-06,UPI,2017,February,Active
CUST00261,Male,66,Ivory Coast,Yes,Yes,2019-02-23,Credit Card,2019,February,Inactive
CUST00262,Female,26,Guinea,Yes,No,2017-05-28,UPI,2017,May,Active
CUST00263,Male,69,Sierra Leone,No,No,2017-04-23,Credit Card,2017,April,Active
CUST00264,Male,19,Guinea,Yes,No,2018-10-30,Debit Card,2018,October,Active
CUST00265,Male,49,Guinea,Yes,Yes,2017-04-15,UPI,2017,April,Inactive
CUST00266,Female,73,Ivory Coast,No,Yes,2019-10-29,Debit Card,2019,October,Inactive
CUST00267,Female,67,Sierra Leone,No,No,2018-03-08,Credit Card,2018,March,Active
CUST00268,Female,70,Guinea,No,No,2018-01-05,Debit Card,2018,January,Active
CUST00269,Male,39,Sierra Leone,Yes,No,2018-12-24,UPI,2018,December,Active
CUST00270,Male,60,Ivory Coast,No,No,2016-04-18,Credit Card,2016,April,Active
CUST00271,Female,30,Sierra Leone,Yes,No,2016-10-26,Credit Card,2016,October,Active
CUST00272,Female,25,Ivory Coast,Yes,Yes,2018-12-01,UPI,2018,December,Inactive
CUST00273,Female,18,Guinea,No,No,2019-07-06,Credit Card,2019,July,Active
CUST00274,Female,34,Ivory Coast,Yes,No,2017-09-14,Debit Card,2017,September,Active
CUST00275,Male,29,Sierra Leone,Yes,No,2017-02-17,Credit Card,2017,February,Active
CUST00276,Female,21,Sierra Leone,Yes,No,2018-07-21,Credit Card,2018,July,Active
CUST00277,Male,70,Sierra Leone,No,No,2016-01-28,Net Banking,2016,January,Active
CUST00278,Female,30,Guinea,Yes,Yes,2017-07-16,Net Banking,2017,July,Inactive
CUST00279,Male,48,Sierra Leone,Yes,No,2019-10-26,Credit Card,2019,October,Active
CUST00280,Female,58,Sierra Leone,Yes,No,2016-07-31,Debit Card,2016,July,Active
CUST00281,Female,24,Sierra Leone,Yes,No,2018-02-19,Debit Card,2018,February,Active
CUST00282,Female,40,Ivory Coast,No,No,2016-06-02,Net Banking,2016,June,Active
CUST00283,Female,41,Sierra Leone,Yes,No,2018-05-21,UPI,2018,May,Active
CUST00284,Male,22,Ivory Coast,Yes,No,2016-06-06,UPI,2016,June,Active
CUST00285,Female,22,Sierra Leone,No,No,2018-07-08,Credit Card,2018,July,Active
CUST00286,Male,34,Ivory Coast,Yes,No,2016-10-20,Credit Card,2016,October,Active
CUST00287,Male,47,Ivory Coast,Yes,No,2019-10-16,Debit Card,2019,October,Active
CUST00288,Male,26,Guinea,Yes,Yes,2019-10-21,UPI,2019,October,Inactive
CUST00289,Male,23,Guinea,No,No,2017-03-28,Credit Card,2017,March,Active
CUST00290,Female,42,Ivory Coast,Yes,Yes,2018-02-22,UPI,2018,February,Inactive
CUST00291,Male,36,Ivory Coast,Yes,Yes,2017-09-13,Credit Card,2017,September,Inactive
CUST00292,Male,33,Guinea,Yes,No,2016-08-21,Credit Card,2016,August,Active
CUST00293,Male,38,Ivory Coast,Yes,Yes,2018-04-02,UPI,2018,April,Inactive
CUST00294,Female,19,Guinea,No,No,2016-06-25,Credit Card,2016,June,Active
CUST00295,Female,27,Guinea,No,No,2017-09-30,Debit Card,2017,September,Active
CUST00296,Female,33,Sierra Leone,Yes,Yes,2017-08-14,Debit Card,2017,August,Inactive
CUST00297,Female,54,Sierra Leone,Yes,No,2016-02-21,Credit Card,2016,February,Active
CUST00298,Male,32,Guinea,No,No,2018-03-27,Net Banking,2018,March,Active
CUST00299,Male,30,Guinea,Yes,No,2016-11-25,Cash,2016,November,Active
CUST00300,Female,30,Ivory Coast,Yes,No,2018-02-23,Net Banking,2018,February,Active
CUST00301,Male,49,Guinea,No,No,2018-04-01,Debit Card,2018,April,Active
CUST00302,Male,62,Guinea,Yes,No,2016-10-22,Net Banking,2016,October,Active
CUST00303,Male,64,Sierra Leone,Yes,No,2018-03-09,Credit Card,2018,March,Active
CUST00304,Female,63,Guinea,Yes,No,2016-12-11,Net Banking,2016,December,Active
CUST00305,Female,25,Ivory Coast,No,No,2016-06-02,Debit Card,2016,June,Active
CUST00306,Male,60,Guinea,Yes,No,2016-08-19,Debit Card,2016,August,Active
CUST00307,Female,35,Sierra Leone,No,Yes,2016-11-27,Net Banking,2016,November,Inactive
CUST00308,Female,73,Sierra Leone,No,No,2019-03-15,Credit Card,2019,March,Active
CUST00309,Female,53,Sierra Leone,No,No,2017-01-13,Debit Card,2017,January,Active
CUST00310,Female,43,Sierra Leone,No,No,2019-10-31,UPI,2019,October,Active
